Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Accounting_Standard__c,Allocation_Type__c,Allocation__c,Amount_Reference__c,Autonumber__c,Company_Identifier__c,Company_Ledger__c,Company__c,Consolidation_Ledger__c,Default_GL_Account__c,Default_Intercompany__c,Effective_End_Date__c,Effective_Start_Date__c,Expected_Sign__c,ExtId__c,FX_Date_Path__c,FX_Flow__c,GL_Account_Identifier__c,GL_Account_Reference_Value__c,GL_Account__c,Intercompany_Reference_Value__c,Intercompany__c,Line_Type__c,Object_Name__c,Object__c,Raise_Exceptions_for_Blank_Amounts__c,Role__c,Rule_Type__c,Statutory_Ledger__c,SubTransaction_Type__c,Subsidiary_Ledger__c,Suppress_Zero_Amount_Lines__c,Transaction__c,Unique_Key__c
,,,AR-0000001770,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQyet9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Of Ownership,False,False,Sales Order Pick,
,,,AR-0000001771,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQzet9100000I170a,,,,,a1I1I0000001kNqUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Of Ownership,False,False,Sales Order Pick,
,,,AR-0000001772,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ0ft9100000I170a,,,,,a1I1I0000001kNqUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Of Ownership,False,False,Sales Order Pick,
,,,AR-0000001773,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ1ft9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Of Ownership,False,False,Sales Order Pick,
,,,AR-0000001774,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ2ft9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Purchase Order Receipt - Consigned,False,False,Purchase Order Receipt,
,,,AR-0000001775,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ3ft9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Void - Purchase Order Receipt - Consigned,False,False,Void - Purchase Order Receipt,
,,,AR-0000001786,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQEft9100000I170a,,,,,a1I1I0000001kNqUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Undo Transfer of Ownership,False,False,Sales Order Undo Pick,
,,,AR-0000001787,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQFft9100000I170a,,,,Item__r.Class__r.Asset_To_Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Inventory to Rental,False,False,Inventory to Rental,
,,,AR-0000001788,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQGft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Inventory to Rental,False,False,Inventory to Rental,
,,,AR-0000001789,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQHft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Rental to Inventory,False,False,Rental to Inventory,
,,,AR-0000001790,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQIft9100000I170a,,,,Item__r.Class__r.Asset_To_Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Rental to Inventory,False,False,Rental to Inventory,
,,,AR-0000001791,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQJft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Purchase Order Receipt-Rental,False,False,Purchase Order Receipt,
,,,AR-0000001776,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ4ft9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Transfer Shipment - Consigned,False,False,Transfer,
,,,AR-0000001777,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ5ft9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Transfer Receipt - Consigned,False,False,Transfer,
,,,AR-0000001778,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ6ft9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Transfer - Consigned,False,False,Transfer,
,,,AR-0000001779,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ7ft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Of Ownership,False,False,Consigned,
,,,AR-0000001780,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ8ft9100000I170a,,,,,a1I1I0000001kNqUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Of Ownership,False,False,Consigned,
,,,AR-0000001781,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ9ft9100000I170a,,,,,a1I1I0000001kNqUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Transfer Of Ownership,False,False,Consigned,
,,,AR-0000001782,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQAft9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Transfer Of Ownership,False,False,Consigned,
,,,AR-0000001783,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQBft9100000I170a,,,,,a1I1I0000001kNqUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Undo Transfer of Ownership,False,False,Sales Order Undo Pick,
,,,AR-0000001784,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQCft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Undo Transfer of Ownership,False,False,Sales Order Undo Pick,
,,,AR-0000001785,,,,,,,,a081I0000001qJdQAI,,,Purchase_Price__c,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQDft9100000I170a,,,,,a1I1I0000001kNEUAY,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Undo Transfer of Ownership,False,False,Sales Order Undo Pick,
,,,AR-0000001792,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQKft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Void - Purchase Order Receipt-Rental,False,False,Void - Purchase Order Receipt,
,,,AR-0000001793,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQLft9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Sales Order Pick-Rental,False,False,Sales Order Pick,
,,,AR-0000001834,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ0gt9100000I170a,,,,,a1I1I0000001kOkUAI,,,Material,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Issue From WIP - Repair,False,False,Work Order Complete,
,,,AR-0000001835,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ1gt9100000I170a,,,,,a1I1I0000001kMfUAI,,,Material,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Issue From WIP - Repair,False,False,Work Order Complete,
,,,AR-0000001836,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ2gt9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Work Order Return to WIP - Repair,False,False,Work Order Uncomplete,
,,,AR-0000001837,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ3gt9100000I170a,,,,,a1I1I0000001kOkUAI,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Work Order Return to WIP - Repair,False,False,Work Order Uncomplete,
,,,AR-0000001838,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ4gt9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Miscellaneous Receipt-Rental,False,False,Miscellaneous Receipt,
,,,AR-0000001839,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ5gt9100000I170a,,,,Item__r.Class__r.Asset_To_Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Inventory to Rental-Rental,False,False,Inventory to Rental,
,,,AR-0000001833,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQzft9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Void - RMA Receipt For Repair,False,False,Void - RMA Receipt For Repair,
,,,AR-0000001840,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ6gt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Inventory to Rental-Rental,False,False,Inventory to Rental,
,,,AR-0000001841,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ7gt9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,DR,False,Rental to Inventory-Rental,False,False,Rental to Inventory,
,,,AR-0000001842,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ8gt9100000I170a,,,,Item__r.Class__r.Asset_To_Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,CR,False,Rental to Inventory-Rental,False,False,Rental to Inventory,
,,,AR-0000001843,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ9gt9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Return Receipt-Rental,False,False,Return Receipt,
,,,AR-0000001844,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQAgt9100000I170a,,,,Item__r.Class__r.Expense_GL_Account__c,,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,CR,False,Capitalize,False,False,Fixed Asset Depreciation,
,,,AR-0000001845,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQBgt9100000I170a,,,,Fixed_Asset__r.GL_Account__c,,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,DR,False,Capitalize,False,False,Fixed Asset Depreciation,
,,,AR-0000001846,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQCgt9100000I170a,,,,Fixed_Asset__r.GL_Account__c,,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,DR,False,Converted Asset,False,False,Fixed Asset Depreciation,
,,,AR-0000001847,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQDgt9100000I170a,,,,,a1I1I0000001kMwUAI,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,CR,False,Converted Asset,False,False,Fixed Asset Depreciation,
,,,AR-0000001848,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQEgt9100000I170a,,,,Fixed_Asset__r.Expense_GL_Account__c,,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,DR,False,Depreciation,False,False,Fixed Asset Depreciation,
,,,AR-0000001849,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQFgt9100000I170a,,,,Fixed_Asset__r.Accumulated_Depreciation_GL_Account__c,,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,CR,False,Depreciation,False,False,Fixed Asset Depreciation,
,,,AR-0000001850,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQGgt9100000I170a,,,,Fixed_Asset__r.Accumulated_Depreciation_GL_Account__c,,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,DR,False,Retire,False,False,Fixed Asset Depreciation,
,,,AR-0000001851,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQHgt9100000I170a,,,,Fixed_Asset__r.GL_Account__c,,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,CR,False,Retire,False,False,Fixed Asset Depreciation,
,,,AR-0000001852,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQIgt9100000I170a,,,,,a1I1I0000001kOyUAI,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,DR,False,Residual,False,False,Fixed Asset Depreciation,
,,,AR-0000001853,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQJgt9100000I170a,,,,Fixed_Asset__r.GL_Account__c,,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,CR,False,Residual,False,False,Fixed Asset Depreciation,
,,,AR-0000001854,,,,,,,,a081I0000001qJdQAI,,,Fixed_Asset__r.Total_Depreciated_Value__c,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQKgt9100000I170a,,,,Fixed_Asset__r.Accumulated_Depreciation_GL_Account__c,,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,DR,False,Asset to Inventory,False,False,Fixed Asset Depreciation,
,,,AR-0000001855,,,,,,,,a081I0000001qJdQAI,,,Value_Upon_Depreciation__c,,,True,,False,True,True,,2015-09-01T11:04:12.000+0000,Positive,&QAQLgt9100000I170a,,,,,a1I1I0000001kMwUAI,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,DR,False,Asset to Inventory,False,False,Fixed Asset Depreciation,
,,,AR-0000001856,,,,,,,,a081I0000001qJdQAI,,,Fixed_Asset__r.Acquisition_Cost__c,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQMgt9100000I170a,,,,Fixed_Asset__r.GL_Account__c,,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,CR,False,Asset to Inventory,False,False,Fixed Asset Depreciation,
,,,AR-0000001857,,,,,,,,a081I0000001qJdQAI,,,Fixed_Asset__r.Total_Adjustments__c,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQNgt9100000I170a,,,,Fixed_Asset__r.GL_Account__c,,,,,Fixed_Asset_Depreciation__c,Fixed Asset Depreciation,False,,CR,False,Asset to Inventory,False,False,Fixed Asset Depreciation,
,,,AR-0000001859,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQPgt9100000I170a,,,,,a1I1I0000001kMwUAI,,,,Fixed_Asset_Adjustment__c,Fixed Asset Adjustment,False,,CR,False,Repair,False,False,Fixed Asset Adjustment,
,,,AR-0000001860,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQQgt9100000I170a,,,,Fixed_Asset__r.GL_Account__c,,,,,Fixed_Asset_Adjustment__c,Fixed Asset Adjustment,False,,DR,False,Upgrade,False,False,Fixed Asset Adjustment,
,,,AR-0000001861,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQRgt9100000I170a,,,,,a1I1I0000001kMwUAI,,,,Fixed_Asset_Adjustment__c,Fixed Asset Adjustment,False,,CR,False,Upgrade,False,False,Fixed Asset Adjustment,
,,,AR-0000001862,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQSgt9100000I170a,,,,,a1I1I0000001kMaUAI,Invoice__r.To_Company__c,,,Invoice__c,Invoice,False,Payee,DR,False,,False,False,Intercompany Cross Charge,
,,,AR-0000001863,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQTgt9100000I170a,,,,Accounting_Default__r.GL_Account__c,,Invoice__r.To_Company__c,,,Invoice__c,Invoice,False,Payee,CR,False,,False,False,Intercompany Cross Charge,
,,,AR-0000001864,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQUgt9100000I170a,,,,Accounting_Default__r.GL_Account__c,,Invoice__r.From_Company__c,,,Invoice__c,Invoice,False,Payor,DR,False,,False,False,Intercompany Cross Charge,
,,,AR-0000001865,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQVgt9100000I170a,,,,,a1I1I0000001kNDUAY,Invoice__r.From_Company__c,,,Invoice__c,Invoice,False,Payor,CR,False,,False,False,Intercompany Cross Charge,
,,,AR-0000001866,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQWgt9100000I170a,,,,,a1I1I0000001kN1UAI,Invoice__r.From_Company__c,,,Invoice__c,Invoice,False,Investor,DR,False,,False,False,Intercompany Investment,
,,,AR-0000001867,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQXgt9100000I170a,,,,,a1I1I0000001kNDUAY,Invoice__r.From_Company__c,,,Invoice__c,Invoice,False,Investor,CR,False,,False,False,Intercompany Investment,
,,,AR-0000001858,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQOgt9100000I170a,,,,Fixed_Asset__r.GL_Account__c,,,,,Fixed_Asset_Adjustment__c,Fixed Asset Adjustment,False,,DR,False,Repair,False,False,Fixed Asset Adjustment,
,,,AR-0000001794,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQMft9100000I170a,,,,,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Sales Order Undo Pick-Rental,False,False,Sales Order Undo Pick,
,,,AR-0000001795,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQNft9100000I170a,,,,,a1I1I0000001kNpUAI,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Sales Order Shipment-Rental,False,False,Sales Order Shipment,
,,,AR-0000001796,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQOft9100000I170a,,,,,a1I1I0000001kNpUAI,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Sales Order Undo Shipment-Rental,False,False,Sales Order Undo Shipment,
,,,AR-0000001797,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQPft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Adjustment Decrease-Rental,False,False,Adjustment,
,,,AR-0000001798,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQQft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Adjustment Increase-Rental,False,False,Adjustment,
,,,AR-0000001799,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQRft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Transfer-Rental,False,False,Transfer,
,,,AR-0000001800,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQSft9100000I170a,,,,,a1I1I0000001kNqUAI,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Transfer Shipment-Rental,False,False,Transfer,
,,,AR-0000001804,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQWft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Cycle Count-Rental,False,False,Cycle Count,
,,,AR-0000001805,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQXft9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Component Issue-Rental,False,False,Work Order Kit,
,,,AR-0000001806,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQYft9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Component Return-Rental,False,False,Work Order DeKit,
,,,AR-0000001807,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQZft9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Component Scrap-Rental,False,False,Work Order Complete,
,,,AR-0000001808,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQaft9100000I170a,,,,,a1I1I0000001kNsUAI,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Issue From WIP-Rental,False,False,Work Order Complete,
,,,AR-0000001809,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQbft9100000I170a,,,,,a1I1I0000001kNsUAI,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Return To WIP-Rental,False,False,Work Order Uncomplete,
,,,AR-0000001810,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQcft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Completion-Rental,False,False,Work Order Complete,
,,,AR-0000001811,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQdft9100000I170a,,,,,a1I1I0000001kNsUAI,,,Material Cost,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Completion-Rental,False,False,Work Order Complete,
,,,AR-0000001801,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQTft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Transfer Receipt-Rental,False,False,Transfer,
,,,AR-0000001802,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQUft9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Component Issue-Rental,False,False,Work Order Complete,
,,,AR-0000001803,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQVft9100000I170a,,,,,a1I1I0000001kMfUAI,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Component Return-Rental,False,False,Work Order Uncomplete,
,,,AR-0000001868,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQYgt9100000I170a,,,,,a1I1I0000001kMaUAI,Invoice__r.To_Company__c,,,Invoice__c,Invoice,False,Investee,DR,False,,False,False,Intercompany Investment,
,,,AR-0000001869,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQZgt9100000I170a,,,,,a1I1I0000001kNiUAI,Invoice__r.To_Company__c,,,Invoice__c,Invoice,False,Investee,CR,False,,False,False,Intercompany Investment,
,,,AR-0000001870,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQagt9100000I170a,,,,,a1I1I0000001kNDUAY,Payment__r.To_Company__c,,,Payment__c,Payment,False,Payor,DR,False,Intercompany Netting,False,False,Intercompany Payment,
,,,AR-0000001871,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQbgt9100000I170a,,,,,a1I1I0000001kMQUAY,Payment__r.To_Company__c,,,Payment__c,Payment,False,Payor,CR,False,Intercompany Netting,False,False,Intercompany Payment,
,,,AR-0000001872,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQcgt9100000I170a,,,,,a1I1I0000001kMQUAY,Payment__r.From_Company__c,,,Payment__c,Payment,False,Payee,DR,False,Intercompany Netting,False,False,Intercompany Payment,
,,,AR-0000001873,,,,,,,,a081I0000001qJdQAI,,,,,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQdgt9100000I170a,,,,,a1I1I0000001kMaUAI,Payment__r.From_Company__c,,,Payment__c,Payment,False,Payee,CR,False,Intercompany Netting,False,False,Intercompany Payment,
